title,address,floor,fee,management_fee,deposit,gratuity,madori,menseki
シティインデックス神田,東京都千代田区岩本町２,"
											8階",18万円,10000円,18万円,36万円,1LDK,42.55m2
シティインデックス神田,東京都千代田区岩本町２,"
											8階",18万円,10000円,18万円,36万円,1LDK,42.55m2
ラ・トゥール千代田,東京都千代田区西神田３,"
											21階",35万円,-,70万円,-,ワンルーム,54.25m2
ラ・トゥール千代田,東京都千代田区西神田３,"
											25階",47万円,-,94万円,-,1LDK,69.27m2
ラ・トゥール千代田,東京都千代田区西神田３,"
											27階",62万円,-,124万円,-,2LDK,93.7m2
ラ・トゥール千代田,東京都千代田区西神田３,"
											1階",62万円,-,124万円,-,2LDK,93.7m2
ラ・トゥール千代田,東京都千代田区西神田３,"
											32階",64万円,-,128万円,-,2LDK,89.9m2
ラ・トゥール千代田,東京都千代田区西神田３,"
											32階",64万円,-,128万円,-,2LDK,89.93m2
ラ・トゥール千代田,東京都千代田区西神田３,"
											32階",64万円,-,128万円,-,2LDK,89.93m2
ラ・トゥール千代田,東京都千代田区西神田３,"
											25階",95万円,-,190万円,-,3LDK,130.5m2
ラ・トゥール千代田,東京都千代田区西神田３,"
											32階",156万円,-,312万円,-,3LDK,199.02m2
東京メトロ日比谷線 秋葉原駅 12階建 築8年,東京都千代田区東神田２,"
											3階",13.9万円,6000円,13.9万円,-,1K,30.34m2
東京メトロ日比谷線 秋葉原駅 12階建 築8年,東京都千代田区東神田２,"
											11階",14万円,6000円,14万円,-,ワンルーム,30.34m2
東京メトロ日比谷線 秋葉原駅 12階建 築8年,東京都千代田区東神田２,"
											4階",14万円,6000円,14万円,-,1K,30.34m2
東京メトロ日比谷線 秋葉原駅 12階建 築8年,東京都千代田区東神田２,"
											11階",14万円,6000円,14万円,-,ワンルーム,30.34m2
東京メトロ日比谷線 秋葉原駅 12階建 築8年,東京都千代田区東神田２,"
											4階",14万円,6000円,14万円,-,1K,30.34m2
東京メトロ日比谷線 秋葉原駅 12階建 築8年,東京都千代田区東神田２,"
											11階",14万円,6000円,14万円,-,ワンルーム,30.34m2
東京メトロ日比谷線 秋葉原駅 12階建 築8年,東京都千代田区東神田２,"
											9階",14.2万円,6000円,14.2万円,-,1K,30.34m2
東京メトロ日比谷線 秋葉原駅 12階建 築8年,東京都千代田区東神田２,"
											9階",14.2万円,6000円,14.2万円,-,1K,30.34m2
東京メトロ日比谷線 秋葉原駅 12階建 築8年,東京都千代田区東神田２,"
											2階",14.7万円,8000円,14.7万円,-,1LDK,32.83m2
東京メトロ日比谷線 秋葉原駅 12階建 築8年,東京都千代田区東神田２,"
											2階",14.7万円,8000円,14.7万円,-,1DK,32.83m2
東京メトロ日比谷線 秋葉原駅 12階建 築8年,東京都千代田区東神田２,"
											2階",14.7万円,8000円,14.7万円,-,1DK,32.83m2
東京メトロ日比谷線 秋葉原駅 12階建 築8年,東京都千代田区東神田２,"
											5階",18.1万円,8000円,18.1万円,-,1LDK,42.17m2
東京メトロ日比谷線 秋葉原駅 12階建 築8年,東京都千代田区東神田２,"
											3階",24.8万円,10000円,24.8万円,-,2LDK,53.6m2
東京メトロ日比谷線 秋葉原駅 12階建 築8年,東京都千代田区東神田２,"
											2階",25.5万円,10000円,25.5万円,-,2LDK,55.83m2
東京メトロ日比谷線 秋葉原駅 12階建 築8年,東京都千代田区東神田２,"
											6階",25.7万円,10000円,25.7万円,-,2LDK,55.83m2
平河町森タワーレジデンス,東京都千代田区平河町２,"
											14階",50万円,30000円,100万円,-,1LDK,77.68m2
平河町森タワーレジデンス,東京都千代田区平河町２,"
											16階",58万円,-,232万円,-,1LDK,77.84m2
平河町森タワーレジデンス,東京都千代田区平河町２,"
											14階",120万円,30000円,120万円,120万円,2LDK,131.74m2
平河町森タワーレジデンス,東京都千代田区平河町２,"
											14階",120万円,30000円,120万円,120万円,2LDK,131.74m2
平河町森タワーレジデンス,東京都千代田区平河町２,"
											22階",160万円,-,320万円,160万円,2LDK,157.19m2
ブリックコート神田錦町,東京都千代田区神田錦町３,"
											12階",20.8万円,12000円,20.8万円,41.6万円,1LDK,41.79m2
ＪＲ山手線 神田駅 地下1地上14階建 築2年,東京都千代田区神田錦町１,"
											2階",17.8万円,20000円,-,-,1LDK,27.21m2
ＪＲ山手線 神田駅 地下1地上14階建 築2年,東京都千代田区神田錦町１,"
											2階",18万円,20000円,-,-,1LDK,27.1m2
ＪＲ山手線 神田駅 地下1地上14階建 築2年,東京都千代田区神田錦町１,"
											5階",19万円,20000円,-,-,1LDK,27.21m2
ＪＲ山手線 神田駅 地下1地上14階建 築2年,東京都千代田区神田錦町１,"
											5階",19.2万円,20000円,-,-,1LDK,30.01m2
ＪＲ山手線 神田駅 地下1地上14階建 築2年,東京都千代田区神田錦町１,"
											5階",19.2万円,20000円,-,-,1LDK,27.1m2
ＪＲ山手線 神田駅 地下1地上14階建 築2年,東京都千代田区神田錦町１,"
											7階",19.4万円,20000円,-,-,1LDK,30.01m2
ＪＲ山手線 神田駅 15階建 築8年,東京都千代田区岩本町２,"
											8階",18万円,10000円,18万円,36万円,1LDK,42.55m2
ＪＲ中央線 四ツ谷駅 8階建 築23年,東京都千代田区六番町,"
											8階",64.3万円,-,64.3万円,64.3万円,3LDK,106.27m2
シティインデックス千代田秋葉原,東京都千代田区神田佐久間町３,"
											9階",16.2万円,10000円,16.2万円,16.2万円,1LDK,40.5m2
シティインデックス千代田秋葉原,東京都千代田区神田佐久間町３,"
											10階",17.8万円,10000円,17.8万円,17.8万円,1LDK,47.85m2
東京メトロ有楽町線 麹町駅 9階建 築19年,東京都千代田区紀尾井町,"
											3階",19.2万円,10000円,19.2万円,38.4万円,1LDK,45.43m2
東京メトロ有楽町線 麹町駅 9階建 築19年,東京都千代田区紀尾井町,"
											6階",23.5万円,10000円,23.5万円,23.5万円,1LDK,55m2
東京メトロ有楽町線 麹町駅 9階建 築19年,東京都千代田区紀尾井町,"
											4階",23.8万円,10000円,23.8万円,47.6万円,1LDK,55m2
エルスタンザ平河町,東京都千代田区平河町１,"
											9階",23.8万円,12000円,23.8万円,-,1LDK,45.83m2
エルスタンザ平河町,東京都千代田区平河町１,"
											10階",24万円,12000円,24万円,-,1LDK,45.83m2
プレシス東神田,東京都千代田区東神田１,"
											5階",14.5万円,13000円,14.5万円,14.5万円,1LDK,39.79m2
プレシス東神田,東京都千代田区東神田１,"
											6階",16万円,-,16万円,16万円,1LDK,40.3m2
ＪＲ山手線 神田駅 地下1地上12階建 築4年,東京都千代田区神田多町２,"
											7階",19万円,12000円,19万円,-,1LDK,37.91m2
ＪＲ山手線 神田駅 地下1地上12階建 築4年,東京都千代田区神田多町２,"
											11階",19.7万円,12000円,19.7万円,19.7万円,1LDK,37.91m2
ＪＲ山手線 神田駅 地下1地上12階建 築4年,東京都千代田区神田多町２,"
											4階",22.3万円,12000円,22.3万円,-,1LDK,40.83m2
ＪＲ山手線 神田駅 地下1地上12階建 築4年,東京都千代田区神田多町２,"
											11階",28.1万円,15000円,28.1万円,28.1万円,2LDK,50.03m2
ＪＲ山手線 神田駅 地下1地上12階建 築4年,東京都千代田区神田多町２,"
											3階",28.4万円,15000円,28.4万円,-,2LDK,50m2
ルニ神田,東京都千代田区神田北乗物町,"
											8階",20万円,10000円,-,-,1LDK,40.42m2
ルニ神田,東京都千代田区神田北乗物町,"
											8階",20万円,10000円,-,-,1LDK,40.42m2
ルニ神田,東京都千代田区神田北乗物町,"
											8階",20万円,10000円,-,-,1LDK,40.42m2
ISM御茶ノ水,東京都千代田区外神田２,"
											8階",19.3万円,15000円,19.3万円,19.3万円,1LDK,42.47m2
ＪＲ山手線 神田駅 14階建 築9年,東京都千代田区内神田１,"
											7階",24万円,15000円,24万円,24万円,1LDK,48.12m2
ＪＲ山手線 神田駅 14階建 築9年,東京都千代田区内神田１,"
											13階",24万円,20000円,24万円,24万円,1SLDK,48.23m2
パークコート三番町ヒルトップレジデンス,東京都千代田区三番町,"
											8階",29.8万円,20000円,29.8万円,59.6万円,1LDK,57.32m2
パークコート三番町ヒルトップレジデンス,東京都千代田区三番町,"
											17階",67万円,-,134万円,67万円,2LDK,95.91m2
レジディア大手町北,東京都千代田区内神田１,"
											13階",17万円,10000円,17万円,17万円,1DK,31.3m2
レジディア大手町北,東京都千代田区内神田１,"
											5階",20.5万円,10000円,20.5万円,20.5万円,1LDK,39.97m2
レジディア大手町北,東京都千代田区内神田１,"
											4階",20.7万円,10000円,20.7万円,20.7万円,1LDK,39.97m2
ミテッツァ千代田三崎町,東京都千代田区神田三崎町３,"
											7階",15.5万円,10000円,15.5万円,15.5万円,1DK,37.95m2
ミテッツァ千代田三崎町,東京都千代田区神田三崎町３,"
											9階",16万円,10000円,16万円,16万円,1LDK,40.56m2
チェスターハウス九段下,東京都千代田区飯田橋２,"
											3階",11.9万円,8000円,11.9万円,11.9万円,1K,30.77m2
チェスターハウス九段下,東京都千代田区飯田橋２,"
											4階",17.5万円,8000円,17.5万円,17.5万円,1LDK,44.57m2
紀尾井町ガーデンタワー,東京都千代田区紀尾井町,"
											22階",65万円,-,260万円,-,2LDK,134.65m2
紀尾井町ガーデンタワー,東京都千代田区紀尾井町,"
											21階",65万円,-,260万円,-,2LDK,134.65m2
紀尾井町ガーデンタワー,東京都千代田区紀尾井町,"
											21階",65万円,-,260万円,-,2LDK,134.65m2
紀尾井町ガーデンタワー,東京都千代田区紀尾井町,"
											22階",65万円,-,260万円,-,2LDK,134.65m2
紀尾井町ガーデンタワー,東京都千代田区紀尾井町,"
											24階",70万円,-,280万円,-,2LDK,134.65m2
紀尾井町ガーデンタワー,東京都千代田区紀尾井町,"
											22階",70万円,-,280万円,-,2LDK,134.65m2
紀尾井町ガーデンタワー,東京都千代田区紀尾井町,"
											21階",70万円,-,280万円,-,2LDK,134.65m2
紀尾井町ガーデンタワー,東京都千代田区紀尾井町,"
											21階",70万円,-,280万円,-,2LDK,134.65m2
紀尾井町ガーデンタワー,東京都千代田区紀尾井町,"
											26階",79万円,-,316万円,-,3LDK,151.96m2
東京メトロ有楽町線 麹町駅 地下4地上26階建 築35年,東京都千代田区紀尾井町,"
											21階",65万円,-,260万円,-,2LDK,134.65m2
東京メトロ有楽町線 麹町駅 地下4地上26階建 築35年,東京都千代田区紀尾井町,"
											22階",65万円,-,260万円,-,2LDK,134.65m2
東京メトロ有楽町線 麹町駅 地下4地上26階建 築35年,東京都千代田区紀尾井町,"
											21階",65万円,-,260万円,-,2LDK,134.65m2
東京メトロ有楽町線 麹町駅 地下4地上26階建 築35年,東京都千代田区紀尾井町,"
											21階",65万円,-,260万円,-,2LDK,134.65m2
東京メトロ有楽町線 麹町駅 地下4地上26階建 築35年,東京都千代田区紀尾井町,"
											21階",65万円,-,260万円,-,2LDK,134.65m2
東京メトロ有楽町線 麹町駅 地下4地上26階建 築35年,東京都千代田区紀尾井町,"
											24階",70万円,-,280万円,-,2LDK,134.65m2
東京メトロ有楽町線 麹町駅 地下4地上26階建 築35年,東京都千代田区紀尾井町,"
											22階",70万円,-,280万円,-,2LDK,134.65m2
東京メトロ有楽町線 麹町駅 地下4地上26階建 築35年,東京都千代田区紀尾井町,"
											21階",70万円,-,280万円,-,2LDK,134.65m2
東京メトロ有楽町線 麹町駅 地下4地上26階建 築35年,東京都千代田区紀尾井町,"
											26階",79万円,-,316万円,-,3LDK,151.96m2
都営新宿線 岩本町駅 13階建 築12年,東京都千代田区東神田１,"
											6階",16万円,-,16万円,16万円,1LDK,40.3m2
都営新宿線 岩本町駅 13階建 築12年,東京都千代田区東神田１,"
											6階",16万円,-,16万円,16万円,1LDK,40.3m2
レジディア神田岩本町II,東京都千代田区岩本町２,"
											11階",15.5万円,10000円,15.5万円,15.5万円,2K,37.26m2
東京メトロ銀座線 神田駅 12階建 築11年,東京都千代田区神田和泉町,"
											3階",16.8万円,12000円,33.6万円,16.8万円,1LDK,44.48m2
都営新宿線 市ケ谷駅 地下1地上9階建 築9年,東京都千代田区九段北４,"
											7階",22.5万円,9000円,22.5万円,45万円,1LDK,51.81m2
ＪＲ山手線 神田駅 12階建 築6年,東京都千代田区神田西福田町,"
											8階",16.2万円,15000円,16.2万円,16.2万円,1DK,33.54m2
ＪＲ中央線 御茶ノ水駅 地下1地上14階建 新築,東京都千代田区西神田２,"
											4階",13.6万円,-,13.6万円,13.6万円,1K,27.68m2
ＪＲ中央線 御茶ノ水駅 地下1地上14階建 新築,東京都千代田区西神田２,"
											4階",21.5万円,-,21.5万円,21.5万円,1LDK,40.36m2
ＪＲ中央線 御茶ノ水駅 地下1地上14階建 新築,東京都千代田区西神田２,"
											5階",21.6万円,-,21.6万円,21.6万円,1LDK,40.36m2
ＪＲ中央線 御茶ノ水駅 地下1地上14階建 新築,東京都千代田区西神田２,"
											6階",21.7万円,-,21.7万円,21.7万円,1LDK,40.36m2
ＪＲ中央線 御茶ノ水駅 地下1地上14階建 新築,東京都千代田区西神田２,"
											4階",23.6万円,-,23.6万円,23.6万円,1LDK,45.04m2
ＪＲ中央線 御茶ノ水駅 地下1地上14階建 新築,東京都千代田区西神田２,"
											4階",23.6万円,-,23.6万円,23.6万円,1LDK,45.04m2
ＪＲ中央線 御茶ノ水駅 地下1地上14階建 新築,東京都千代田区西神田２,"
											4階",23.6万円,-,23.6万円,23.6万円,1LDK,45.04m2
ＪＲ中央線 御茶ノ水駅 地下1地上14階建 新築,東京都千代田区西神田２,"
											5階",23.7万円,-,23.7万円,23.7万円,1LDK,45.04m2
ＪＲ中央線 御茶ノ水駅 地下1地上14階建 新築,東京都千代田区西神田２,"
											5階",23.7万円,-,23.7万円,23.7万円,1LDK,45.04m2
ＪＲ中央線 御茶ノ水駅 地下1地上14階建 新築,東京都千代田区西神田２,"
											5階",23.7万円,-,23.7万円,23.7万円,1LDK,45.04m2
ＪＲ中央線 御茶ノ水駅 地下1地上14階建 新築,東京都千代田区西神田２,"
											6階",23.7万円,-,23.7万円,23.7万円,1LDK,45.03m2
ＪＲ中央線 御茶ノ水駅 地下1地上14階建 新築,東京都千代田区西神田２,"
											6階",23.8万円,-,23.8万円,23.8万円,1LDK,45.04m2
ＪＲ中央線 御茶ノ水駅 地下1地上14階建 新築,東京都千代田区西神田２,"
											6階",23.8万円,-,23.8万円,23.8万円,1LDK,45.04m2
ＪＲ中央線 御茶ノ水駅 地下1地上14階建 新築,東京都千代田区西神田２,"
											6階",23.8万円,-,23.8万円,23.8万円,1LDK,45.04m2
ＪＲ中央線 御茶ノ水駅 地下1地上14階建 新築,東京都千代田区西神田２,"
											5階",23.8万円,-,23.8万円,23.8万円,1LDK,45.03m2
ＪＲ中央線 御茶ノ水駅 地下1地上14階建 新築,東京都千代田区西神田２,"
											7階",23.9万円,-,23.9万円,23.9万円,1LDK,45.04m2
ＪＲ中央線 御茶ノ水駅 地下1地上14階建 新築,東京都千代田区西神田２,"
											6階",23.9万円,-,23.9万円,23.9万円,1LDK,45.03m2
ＪＲ中央線 御茶ノ水駅 地下1地上14階建 新築,東京都千代田区西神田２,"
											7階",24万円,-,24万円,24万円,1LDK,45.03m2
ＪＲ中央線 御茶ノ水駅 地下1地上14階建 新築,東京都千代田区西神田２,"
											5階",31.8万円,-,31.8万円,31.8万円,2LDK,64.46m2
ＪＲ中央線 御茶ノ水駅 地下1地上14階建 新築,東京都千代田区西神田２,"
											6階",32万円,-,32万円,32万円,2LDK,65.08m2
ＪＲ中央線 御茶ノ水駅 13階建 築8年,東京都千代田区神田猿楽町１,"
											4階",11.7万円,10000円,11.7万円,11.7万円,1DK,24.54m2
ＪＲ中央線 御茶ノ水駅 13階建 築8年,東京都千代田区神田猿楽町１,"
											4階",11.9万円,10000円,11.9万円,11.9万円,1DK,24.54m2
ＪＲ中央線 御茶ノ水駅 13階建 築8年,東京都千代田区神田猿楽町１,"
											6階",17.5万円,15000円,17.5万円,26.25万円,1SLDK,40.18m2
東京メトロ銀座線 神田駅 10階建 築21年,東京都千代田区神田須田町２,"
											4階",8.7万円,5000円,8.7万円,8.7万円,1K,23.01m2
東京メトロ銀座線 神田駅 10階建 築21年,東京都千代田区神田須田町２,"
											7階",9.2万円,6000円,-,9.2万円,1K,23.01m2
東京メトロ銀座線 神田駅 10階建 築21年,東京都千代田区神田須田町２,"
											9階",22万円,10000円,22万円,22万円,1LDK,64.16m2
東京メトロ半蔵門線 九段下駅 14階建 築13年,東京都千代田区神田神保町３,"
											3階",9.4万円,18000円,-,9.4万円,1K,22.24m2
パークルール神田司町ロンド,東京都千代田区神田司町２,"
											9階",17.2万円,10000円,17.2万円,17.2万円,1LDK,33.77m2
パークルール神田司町ロンド,東京都千代田区神田司町２,"
											5階",24.8万円,20000円,24.8万円,-,2LDK,44.98m2
パークルール神田司町ロンド,東京都千代田区神田司町２,"
											5階",25.2万円,20000円,25.2万円,-,2LDK,44.98m2
都営新宿線 小川町駅 10階建 築20年,東京都千代田区神田淡路町２,"
											4階",14.6万円,10000円,14.6万円,14.6万円,1DK,35.4m2
都営新宿線 小川町駅 10階建 築20年,東京都千代田区神田淡路町２,"
											8階",15.8万円,10000円,15.8万円,15.8万円,1LDK,37.66m2
隼町戸建,東京都千代田区隼町,"
											B1-2階",105万円,50000円,210万円,105万円,5LDK,192.26m2
隼町戸建,東京都千代田区隼町,"
											B1-2階",120万円,-,240万円,120万円,5SLDK,192.94m2
隼町戸建,東京都千代田区隼町,"
											2階",120万円,-,240万円,120万円,5LDK,192.26m2
ルネ神田和泉町,東京都千代田区神田和泉町,"
											3階",16.8万円,12000円,33.6万円,16.8万円,1LDK,44.48m2
ルネ神田和泉町,東京都千代田区神田和泉町,"
											11階",18.8万円,-,37.6万円,18.8万円,1LDK,43.76m2
Ｂｒｉｌｌｉａ秋葉原,東京都千代田区外神田４,"
											3階",18.8万円,10000円,18.8万円,18.8万円,1LDK,42.68m2
ＪＲ中央線 市ケ谷駅 地下1地上8階建 築25年,東京都千代田区九段南３,"
											4階",12.2万円,5000円,12.2万円,-,ワンルーム,29.05m2
ＪＲ中央線 市ケ谷駅 地下1地上8階建 築25年,東京都千代田区九段南３,"
											4階",14.8万円,5000円,14.8万円,14.8万円,1LDK,35.01m2
クローバーステイ秋葉原,東京都千代田区東神田２,"
											9階",11.3万円,5000円,-,11.3万円,1K,29.22m2
クローバーステイ秋葉原,東京都千代田区東神田２,"
											9階",11.4万円,5000円,-,11.4万円,1K,29.22m2
クローバーステイ秋葉原,東京都千代田区東神田２,"
											7階",11.1万円,8000円,-,11.1万円,1K,29.22m2
クローバーステイ秋葉原,東京都千代田区東神田２,"
											9階",11.3万円,8000円,-,11.3万円,1K,29.22m2
クローバーステイ秋葉原,東京都千代田区東神田２,"
											9階",11.4万円,8000円,-,11.4万円,1K,29.22m2
クローバーステイ秋葉原,東京都千代田区東神田２,"
											7階",11.4万円,8000円,-,11.4万円,1K,29.22m2
クローバーステイ秋葉原,東京都千代田区東神田２,"
											8階",15.3万円,8000円,-,15.3万円,1LDK,39.87m2
GRANSITE千代田秋葉原,東京都千代田区神田佐久間町４,"
											2階",15万円,9000円,15万円,15万円,1LDK,35.44m2
GRANSITE千代田秋葉原,東京都千代田区神田佐久間町４,"
											12階",17.6万円,10000円,17.6万円,17.6万円,1LDK,41.32m2
岩本町ビル,東京都千代田区岩本町１,"
											4階",18万円,10000円,18万円,18万円,2DK,38.88m2
ＪＲ山手線 神田駅 10階建 築3年,東京都千代田区内神田２,"
											5階",12.6万円,8000円,12.6万円,12.6万円,1K,30.17m2
ＪＲ中央線 市ケ谷駅 地下1地上18階建 築7年,東京都千代田区三番町,"
											8階",29.8万円,20000円,29.8万円,59.6万円,1LDK,57.32m2
パークハビオ飯田橋,東京都千代田区飯田橋２,"
											3階",13万円,12000円,13万円,13万円,ワンルーム,25.02m2
パークハビオ飯田橋,東京都千代田区飯田橋２,"
											9階",13.3万円,12000円,13.3万円,13.3万円,ワンルーム,25.02m2
パークハビオ飯田橋,東京都千代田区飯田橋２,"
											10階",13.7万円,12000円,13.7万円,13.7万円,ワンルーム,25.04m2
パークハビオ飯田橋,東京都千代田区飯田橋２,"
											7階",16.4万円,12000円,16.4万円,16.4万円,1DK,30.6m2
パークハビオ飯田橋,東京都千代田区飯田橋２,"
											7階",16.7万円,12000円,16.7万円,16.7万円,1DK,30.99m2
東京メトロ東西線 九段下駅 地下1地上13階建 築9年,東京都千代田区飯田橋２,"
											3階",13万円,12000円,13万円,13万円,ワンルーム,25.02m2
東京メトロ東西線 九段下駅 地下1地上13階建 築9年,東京都千代田区飯田橋２,"
											9階",13.3万円,12000円,13.3万円,13.3万円,ワンルーム,25.02m2
東京メトロ東西線 九段下駅 地下1地上13階建 築9年,東京都千代田区飯田橋２,"
											9階",13.3万円,12000円,13.3万円,13.3万円,ワンルーム,25.02m2
東京メトロ東西線 九段下駅 地下1地上13階建 築9年,東京都千代田区飯田橋２,"
											12階",13.7万円,12000円,13.7万円,13.7万円,ワンルーム,25.04m2
東京メトロ東西線 九段下駅 地下1地上13階建 築9年,東京都千代田区飯田橋２,"
											7階",16.4万円,12000円,16.4万円,16.4万円,1DK,30.6m2
東京メトロ東西線 九段下駅 地下1地上13階建 築9年,東京都千代田区飯田橋２,"
											7階",16.4万円,12000円,16.4万円,16.4万円,1DK,30.6m2
東京メトロ東西線 九段下駅 地下1地上13階建 築9年,東京都千代田区飯田橋２,"
											7階",16.7万円,12000円,16.7万円,16.7万円,1DK,30.99m2
アイルイムーブル御茶ノ水,東京都千代田区神田神保町１,"
											3階",10.6万円,5000円,10.6万円,10.6万円,1K,25.16m2
アイルイムーブル御茶ノ水,東京都千代田区神田神保町１,"
											3階",10.6万円,8000円,10.6万円,10.6万円,1K,25.16m2
アイルイムーブル御茶ノ水,東京都千代田区神田神保町１,"
											2階",12万円,10000円,-,12万円,1K,25.28m2
東京メトロ半蔵門線 半蔵門駅 13階建 築11年,東京都千代田区麹町１,"
											7階",24.3万円,12000円,48.6万円,24.3万円,1LDK,51.42m2
パークルール神田司町ロンド,東京都千代田区神田神保町２,"
											9階",17.2万円,10000円,17.2万円,17.2万円,1LDK,33.77m2
東京メトロ東西線 九段下駅 13階建 築11年,東京都千代田区九段北１,"
											3階",12.75万円,10500円,-,12.75万円,1K,26.23m2
東京メトロ東西線 九段下駅 13階建 築11年,東京都千代田区九段北１,"
											2階",12.75万円,10500円,-,12.75万円,1K,25.74m2
東京メトロ東西線 九段下駅 13階建 築11年,東京都千代田区九段北１,"
											3階",12.85万円,10500円,-,12.85万円,1K,26.23m2
東京メトロ東西線 九段下駅 13階建 築11年,東京都千代田区九段北１,"
											5階",14.45万円,10500円,-,14.45万円,1K,25.74m2
ＪＲ山手線 秋葉原駅 16階建 築2年,東京都千代田区神田佐久間町４,"
											6階",12.45万円,15000円,-,-,1K,25.3m2
ＪＲ山手線 秋葉原駅 16階建 築2年,東京都千代田区神田佐久間町４,"
											5階",13.9万円,15000円,-,-,1K,30.25m2
ＪＲ山手線 秋葉原駅 16階建 築2年,東京都千代田区神田佐久間町４,"
											7階",14万円,15000円,-,-,1K,30.25m2
ＪＲ山手線 秋葉原駅 16階建 築2年,東京都千代田区神田佐久間町４,"
											15階",14.5万円,15000円,-,-,1K,30.25m2
ＪＲ山手線 秋葉原駅 16階建 築2年,東京都千代田区神田佐久間町４,"
											7階",18万円,15000円,-,-,1K,30.25m2
ＪＲ山手線 秋葉原駅 16階建 築2年,東京都千代田区神田佐久間町４,"
											15階",21.9万円,20000円,-,-,1LDK,42.56m2
GOLD FOREST 半蔵門,東京都千代田区麹町２,"
											5階",30.5万円,16000円,-,30.5万円,1LDK,65.34m2
都営新宿線 馬喰横山駅 10階建 築13年,東京都千代田区東神田１,"
											3階",9.81万円,9200円,29.43万円,-,1K,25.41m2
都営新宿線 馬喰横山駅 10階建 築13年,東京都千代田区東神田１,"
											3階",9.81万円,9200円,29.43万円,-,1K,25.41m2
KDXレジデンス神田,東京都千代田区内神田２,"
											3階",13万円,10000円,13万円,13万円,1K,26.32m2
KDXレジデンス神田,東京都千代田区内神田２,"
											3階",13万円,10000円,13万円,13万円,1K,26.32m2
KDXレジデンス神田,東京都千代田区内神田２,"
											7階",26.5万円,15000円,26.5万円,26.5万円,2LDK,52.18m2
ＪＲ山手線 神田駅 12階建 築20年,東京都千代田区内神田２,"
											10階",12万円,7000円,12万円,12万円,1K,27.73m2
ＪＲ山手線 神田駅 12階建 築20年,東京都千代田区内神田２,"
											11-12階",19万円,7000円,19万円,19万円,1LDK,44.17m2
ＪＲ山手線 神田駅 12階建 築20年,東京都千代田区神田多町２,"
											5階",8.7万円,10000円,8.7万円,8.7万円,1K,22.04m2
ＪＲ山手線 神田駅 12階建 築20年,東京都千代田区神田多町２,"
											7階",9.1万円,10000円,9.1万円,9.1万円,1K,22.04m2
ＪＲ山手線 神田駅 12階建 築20年,東京都千代田区神田多町２,"
											7階",9.7万円,10000円,9.7万円,9.7万円,1K,22.59m2
ＪＲ山手線 神田駅 12階建 築20年,東京都千代田区神田多町２,"
											10階",10.3万円,10000円,10.3万円,10.3万円,1K,22.04m2
半蔵門レジデンス,東京都千代田区平河町１,"
											9階",12.6万円,10000円,13.6万円,13.6万円,1K,27.07m2
東京メトロ半蔵門線 半蔵門駅 14階建 築6年,東京都千代田区平河町１,"
											9階",12.6万円,10000円,13.6万円,13.6万円,1K,27.07m2
ステージファースト神田,東京都千代田区岩本町２,"
											6階",8.7万円,6000円,8.7万円,8.7万円,1K,25.39m2
ステージファースト神田,東京都千代田区岩本町２,"
											4階",8.9万円,10000円,8.9万円,8.9万円,1K,28.78m2
ステージファースト神田,東京都千代田区岩本町２,"
											8階",8.9万円,10000円,8.9万円,8.9万円,1K,25.39m2
ステージファースト神田,東京都千代田区岩本町２,"
											9階",9.7万円,10000円,-,19.4万円,1K,28.78m2
ステージファースト神田,東京都千代田区岩本町２,"
											5階",15.3万円,9000円,15.3万円,-,1DK,38.77m2
ステージファースト神田,東京都千代田区岩本町２,"
											5階",15.7万円,9000円,15.7万円,-,1DK,38.77m2
都営新宿線 岩本町駅 15階建 築19年,東京都千代田区神田須田町２,"
											5階",14万円,10000円,14万円,14万円,1DK,32.07m2
都営新宿線 岩本町駅 15階建 築19年,東京都千代田区神田須田町２,"
											5階",14万円,10000円,14万円,14万円,1DK,32.07m2
都営新宿線 岩本町駅 15階建 築19年,東京都千代田区神田須田町２,"
											5階",14万円,10000円,14万円,14万円,1DK,32.07m2
都営新宿線 岩本町駅 15階建 築19年,東京都千代田区神田須田町２,"
											5階",14万円,10000円,14万円,14万円,1DK,32.07m2
都営新宿線 岩本町駅 15階建 築19年,東京都千代田区神田須田町２,"
											10階",14.5万円,10000円,14.5万円,14.5万円,1DK,32.07m2
エスティメゾン神田,東京都千代田区神田多町２,"
											5階",8.9万円,10000円,8.9万円,8.9万円,1K,22.04m2
エスティメゾン神田,東京都千代田区神田多町２,"
											7階",9.1万円,10000円,9.1万円,9.1万円,1K,22.04m2
エスティメゾン神田,東京都千代田区神田多町２,"
											7階",9.7万円,10000円,9.7万円,9.7万円,1K,22.59m2
エスティメゾン神田,東京都千代田区神田多町２,"
											10階",10.3万円,10000円,10.3万円,10.3万円,1K,22.04m2
ＪＲ山手線 神田駅 13階建 築9年,東京都千代田区内神田２,"
											4階",13万円,10000円,-,13万円,1K,26.32m2
ＪＲ山手線 神田駅 13階建 築9年,東京都千代田区内神田２,"
											7階",26.5万円,15000円,26.5万円,26.5万円,2LDK,52.18m2
ミレニアムガーデンコート,東京都千代田区二番町,"
											3階",28万円,10000円,28万円,-,1LDK,56.34m2
ミレニアムガーデンコート,東京都千代田区二番町,"
											13階",29万円,10000円,29万円,-,1LDK,56.34m2
ミレニアムガーデンコート,東京都千代田区二番町,"
											8階",41万円,10000円,82万円,-,2LDK,87.18m2
